student_id,study_hours,attendance,homework_completed,extracurricular,previous_grade,current_grade,pass_fail
-1.697749375254331,0.2551824273496333,1.1862101814579882,0.610101336288678,0.5273880120207486,0.6707548930405103,0.6707623713328403,Pass
-1.628453482386807,-1.146918821824176,-0.9320222854312773,-1.0846245978465388,-1.4259009213894311,-1.0323337025701589,-1.039024065397931,Pass
-1.5591575895192835,1.6572836765234424,1.560015910909035,1.175009981000417,1.5040324787258386,1.325788968275383,1.196850505711539,Pass
-1.4898616966517597,-0.4458681972372713,-0.059808916712167995,-0.2372616307789303,-0.44925645468434133,-0.24629281228831154,-0.11836983023520799,Pass
-1.420565803784236,0.9562330519365378,0.8124044520069413,0.8925556586445476,0.5273880120207486,1.0637753381814339,1.0653284721168645,Pass
-1.3512699109167123,-1.5675491965763186,-1.9288375639674022,-1.6495332425582776,-1.4259009213894311,-1.9493814078989806,-1.959678300560654,Fail
-1.2819740180491885,0.6758128021017761,0.31399681273887886,0.3276470139328086,-0.44925645468434133,0.2777344478995866,0.2761962705488161,Pass
-1.212678125181665,-0.16544794740250945,0.5632006323729101,0.045192691576939156,0.5273880120207486,-0.11528599724133701,0.013152203359466723,Pass
-1.1433822323141412,-0.7262884470720331,-0.4336146461632148,-0.8021702754906692,-0.44925645468434133,-0.7703200724762097,-0.7759799982085815,Pass
-1.0740863394466176,1.2366533017712997,1.3108120912750039,1.4574643033562864,1.5040324787258386,1.4567957833223575,1.4598945729008885,Pass
-1.0047904465790938,-1.2871289467415568,-1.3058280148823243,-1.367078920202408,-1.4259009213894311,-1.4253541477110825,-1.4335901661819552,Fail
-0.9354945537115701,0.39539255226701425,0.4385987225558945,0.610101336288678,0.5273880120207486,0.8017617080874848,0.802284404927515,Pass
-0.8661986608440464,-1.0067086969067949,-0.682818465797246,-0.5197159531347998,-0.44925645468434133,-0.5083064423822606,-0.5129359310192322,Pass
-0.7969027679765226,0.1149723024322524,0.18939490292186326,0.3276470139328086,-0.44925645468434133,0.1467276328526121,0.14467423695414144,Pass
-0.7276068751089989,-0.5860783221546522,-0.30901273634619925,-0.2372616307789303,-0.44925645468434133,-0.3772996273352861,-0.3814138974245574,Pass
-0.6583109822414752,1.3768634266886806,1.0616082716409725,1.175009981000417,1.5040324787258386,1.1947821532284084,1.196850505711539,Pass
-0.5890150893739515,-1.4273390716589378,-1.679633744333371,-1.9319875649141471,-1.4259009213894311,-1.6873677778050316,-1.6966342333713045,Fail
-0.5197191965064278,0.5356026771843951,0.6878025421899258,0.8925556586445476,0.5273880120207486,0.5397480779935357,0.5392403377381656,Pass
-0.4504233036389041,-0.30565807231989034,0.06479299310484762,0.045192691576939156,-0.44925645468434133,0.01572081780563754,0.013152203359466723,Pass
-0.3811274107713804,0.816022927019157,0.9370063618239569,0.610101336288678,0.5273880120207486,0.9327685231344593,0.9338064385221897,Pass
-0.3118315179038567,-0.866498571989414,-0.8074203756142617,-0.8021702754906692,-0.44925645468434133,-0.6393132574292352,-0.6444579646139068,Pass
-0.24253562503633297,1.096443176853919,1.1862101814579882,1.175009981000417,1.5040324787258386,1.0637753381814339,1.0653284721168645,Pass
-0.17323973216880928,-1.7077593214936995,-2.1780413836014336,-2.2144418872700165,-1.4259009213894311,-2.2113950379929297,-2.2227223677500034,Fail
